Date,Private equity,Private equity returns,MSCI PRICE,MSCI TOTAL RETURN,MSCI TOTAL RETURN.1,gold,LEV LOANS INDEX,CORPORATE BONDS TR,REITs GLOBAL TR,Fama French Market,Fama French Size,Fama French Value,Fama French Robust,Fama French Conservative,Risk free
2008-02-29,3947.1433333333334,-0.0023390402889873485,2097.48,4346.96,4496.695,970.77,1645.419,197.115,1732.81,267.760242,128.1020039,198.9315462,213.8766523,184.9866257,209.3875218
2008-03-31,3937.9,-0.0023445242281212586,2088.42,4330.946,4455.805,932.4,1643.857,194.676,1722.81,265.2700718,128.8834261,199.6278066,215.5876655,185.9300575,209.7434806
2008-04-30,3918.7366666666667,-0.0048782633458994695,2190.13,4545.319,4693.577,869.85,1704.756,195.518,1830.95,277.4724951,127.3497134,197.4518635,219.2095383,181.3561781,210.1210189
2008-06-30,3880.41,-0.00492632728581377,2031.47,4241.463,4392.172,922.6,1725.081,192.824,1568.4,258.7792175,132.7569032,189.181217,232.1318397,180.2323791,210.8570854
2008-07-31,3759.2633333333333,-0.031717801934814105,2014.39,4192.954,4285.969,917.1,1711.893,193.056,1585.04,256.7866175,137.6689086,199.1510672,228.9980599,182.0887726,211.1733711
2008-09-30,3516.97,-0.033866325025753596,1861.44,3860.514,3726.688,877.6,1604.533,183.705,1392.35,236.6253449,142.7055257,214.0223146,238.9258311,186.9419847,211.7650683
2008-10-31,3308.18,-0.06120163423430114,1548.81,3200.304,3021.074,728.55,1392.459,176.043,1000.0,195.854798,138.0247844,209.2710192,246.0697134,190.7556012,211.9344803
2008-12-31,2890.6,-0.06974122490236567,1452.98,3002.604,2919.783,862.2,1236.501,185.949,945.52,183.6006255,137.0037433,196.2242059,257.5264142,193.0229718,211.9980607
2009-03-31,2757.32,-0.015983838720354804,1292.98,2687.434,2575.816,916.1,1357.684,183.39,747.03,165.2274001,133.283969,167.7942112,254.102462,184.5903336,212.0616643
2009-04-30,2810.5233333333335,0.019111512129282637,1416.73,2945.475,2867.372,884.0,1475.744,188.13,904.66,182.0475495,142.6671604,176.6201867,257.3549735,184.7933829,212.0828705
2009-06-30,2916.93,0.018407886412636465,1498.94,3114.565,3117.982,938.05,1634.415,199.329,1025.31,192.3558154,142.5910318,172.4518373,252.0275094,180.1676719,212.1040788
2009-07-31,2981.66,0.02194849906391383,1612.31,3349.331,3383.009,934.3,1711.835,206.032,1131.99,207.2056843,146.0132166,180.7985062,251.1202104,185.8429536,212.1252892
2009-08-31,3046.39,0.021477090642392227,1670.52,3465.82,3524.075,948.25,1750.598,209.937,1215.28,214.1056336,145.896406,194.5934322,243.7875002,191.9757711,212.1465017
2009-09-30,3111.12,0.021025506931264815,1732.86,3600.257,3665.756,1002.0,1806.588,213.423,1284.0,222.8411435,149.8647883,196.6172039,246.834844,192.6476863,212.1677164
2009-11-30,3247.193333333333,0.02117507103046634,1802.68,3740.563,3750.306,1177.7,1821.264,217.509,1291.33,229.1386253,138.6726701,187.7376957,259.64771,190.0438486,212.1677164
2009-12-31,3315.23,0.020735969340217153,1837.5,3817.617,3818.859,1096.0,1874.803,216.252,1335.57,235.4399375,147.3258447,187.4185417,262.3740109,189.8538047,212.1889332
2010-03-31,3394.03,0.0077691811900741925,1936.48,4024.789,3946.96,1113.15,1961.785,222.321,1382.42,250.1103776,152.8502585,198.5789728,256.793146,196.5879019,212.210152
2010-04-30,3396.6933333333336,0.0007844034690140944,1967.05,4089.279,3949.718,1179.85,1990.379,224.88,1414.67,255.1125852,160.4622014,204.3179051,258.590698,200.0085314,212.2313731
2010-05-31,3399.3566666666666,0.000783788662438667,1809.98,3759.572,3575.137,1203.0,1945.992,224.001,1295.77,234.9842022,160.5263863,199.3325483,261.8747999,199.5485117,212.2525962
2010-06-30,3402.02,0.0007831748188618093,1715.23,3559.653,3453.891,1243.65,1937.383,226.979,1274.66,221.8955821,156.5613846,189.9639185,261.4034252,196.4555098,212.2738215
2010-08-31,3559.246666666667,0.022334642419439277,1752.55,3639.268,3596.902,1247.0,1973.905,235.241,1393.47,225.9550264,151.9350332,185.6819038,263.603156,197.0389159,212.3162783
2010-09-30,3637.86,0.021846684688270557,1908.95,3970.138,3933.681,1301.47,2001.65,235.719,1518.24,247.511136,157.6477905,179.7957875,263.10231,197.7679599,212.33751
2010-11-30,3862.4133333333334,0.029499920237494592,1981.84,4131.084,3994.994,1385.18,2039.365,233.466,1511.72,258.6572555,164.8230918,173.7760663,267.5094841,200.1319179,212.3799796
2010-12-31,3974.69,0.028654553643558955,2114.29,4407.359,4290.045,1417.63,2064.685,232.155,1603.06,276.2976803,166.4383581,180.3448016,258.0663993,206.4560865,212.4012176
2011-01-31,4044.4566666666665,0.01740046163619624,2164.4,4513.031,4387.97,1332.16,2105.371,232.043,1605.69,281.7960041,162.493769,181.7334566,256.3889677,208.169672,212.4224577
2011-02-28,4114.223333333333,0.017102856654673815,2238.55,4664.337,4543.546,1415.05,2115.119,233.566,1643.81,291.6306847,165.1099187,183.9869514,251.4406607,209.9807481,212.4437
2011-03-31,4183.99,0.0168152607677996,2239.44,4669.889,4500.825,1437.13,2114.823,233.281,1635.71,292.9721858,169.4688206,180.5279967,255.9414485,209.9807481,212.4649443
2011-05-31,4337.07,0.017805439223902653,2279.66,4760.617,4602.241,1538.1,2126.382,239.049,1721.69,297.6397308,167.424264,172.5298844,263.5692817,205.1562515,212.4649443
2011-06-30,4413.61,0.017493943785593657,2241.66,4679.897,4531.208,1510.78,2118.593,237.423,1676.67,292.4310355,167.6419155,171.8742708,270.0003722,202.1199389,212.4649443
2011-08-31,4246.283333333333,-0.019511134245863815,2076.78,4334.932,4138.562,1826.6,2028.242,240.678,1585.0,268.4539277,160.2644709,166.2227698,286.524638,197.9067852,212.4861908
2011-09-30,4162.62,-0.019899406805778952,1930.79,4023.147,3782.757,1617.79,2036.933,239.801,1379.52,248.0782746,154.3827648,163.297249,292.3410881,198.3223894,212.4861908
2011-10-31,4202.736666666667,0.009591216680226111,2141.81,4465.154,4175.103,1724.35,2096.089,243.564,1553.7,276.2351587,159.7552851,163.4932057,286.0557547,196.5969846,212.4861908
2011-11-30,4242.8533333333335,0.009500098485299091,2137.08,4452.911,4075.56,1745.85,2085.527,239.08,1462.95,275.4617003,159.3079703,162.741137,291.290575,199.5655991,212.4861908
2012-01-31,4368.876666666667,0.019859226207779912,2255.69,4706.759,4280.521,1731.05,2141.919,248.863,1594.92,291.5138728,162.0690466,163.8068734,288.3185344,201.5485747,212.4861908
2012-02-29,4454.783333333333,0.01947250486665908,2353.23,4914.136,4491.979,1734.74,2158.438,251.517,1658.47,304.3987859,159.2976659,164.5112429,286.9634373,201.4679553,212.4861908
2012-04-30,4534.11,-0.0014501699548503666,2415.42,5040.928,4503.68,1660.28,2191.077,253.373,1707.14,311.1977307,157.661115,165.0728448,289.1236837,204.2578049,212.4861908
2012-05-31,4527.53,-0.0014522760022455117,2270.25,4731.22,4119.206,1566.05,2176.275,254.772,1592.67,291.9345912,157.5034539,163.3230727,295.195281,209.0374376,212.5074394
2012-07-31,4572.016666666666,0.011232242552381422,2396.62,4984.978,4388.036,1621.25,2216.664,261.864,1754.37,305.6868444,154.396925,164.0895348,295.3367062,210.0201895,212.5074394
2012-08-31,4623.083333333333,0.011107479353007932,2450.6,5101.984,4501.501,1674.4,2241.579,263.475,1759.15,313.481859,155.0917112,166.2226987,291.408728,208.1720118,212.5286902
2012-10-31,4732.496666666666,0.012405571723832054,2467.51,5137.66,4597.231,1724.19,2273.593,268.392,1812.96,316.3720112,154.663931,174.8600424,283.1625429,216.7039521,212.5711981
2012-11-30,4790.843333333333,0.012253557412819305,2481.82,5171.124,4658.581,1717.96,2280.655,269.252,1840.47,318.8397129,155.3444523,173.408704,285.0030994,218.5676061,212.5924552
2012-12-31,4849.19,0.012105223527784759,2504.44,5220.28,4748.699,1662.41,2297.516,269.932,1912.05,322.6020215,158.3270658,179.5300313,279.7020417,220.4472875,212.6137144
2013-01-31,4899.696666666667,0.010361617746157847,2634.16,5496.521,4992.061,1663.9,2323.043,267.859,1978.72,340.5709541,159.0553703,181.2355666,274.3037923,223.5996837,212.6137144
2013-02-28,4950.203333333333,0.010255354739523881,2669.92,5567.152,5002.799,1582.94,2327.912,270.2,1993.3,344.9643195,158.5941098,181.4168021,272.4933873,224.8742019,212.6137144
2013-04-30,5049.5233333333335,0.009713947040307147,2823.42,5890.806,5287.524,1467.64,2361.102,275.369,2164.29,364.4288104,156.3904636,181.9045412,273.5843173,228.8440029,212.6137144
2013-05-31,5098.336666666666,0.009620493349615344,2889.46,6014.938,5294.215,1392.74,2365.567,271.112,2007.44,374.6328171,159.6433853,186.7613925,268.1399894,226.7157537,212.6137144
2013-07-31,5251.17,0.02000774548125328,2995.72,6246.996,5439.347,1309.66,2374.81,266.877,1954.83,391.0499764,165.0684443,187.9198454,263.4884711,227.9401389,212.6137144
2013-09-30,5459.21,0.019237906514421255,3000.18,6275.866,5594.336,1330.84,2379.711,267.572,1976.44,394.7955822,169.3241481,180.6341253,263.7684224,219.8943991,212.6137144
2013-10-31,5610.506666666667,0.027336939726589904,3138.09,6554.5,5814.649,1323.61,2397.043,271.193,2035.06,411.2980375,166.7842859,182.9101153,271.0484308,221.9174275,212.6137144
2013-12-31,5913.1,0.025919724172155156,3315.59,6922.497,6048.181,1207.85,2420.14,269.996,1954.79,436.0908899,168.3751411,183.4039214,270.2332906,222.1837995,212.6137144
2014-01-31,5980.753333333334,0.011376306917350476,3200.95,6687.485,5825.527,1242.68,2435.979,274.395,1941.41,421.6126724,169.3685544,179.6991622,259.7482389,219.0065711,212.6137144
2014-02-28,6048.406666666667,0.01124834097354288,3347.38,7001.931,6120.254,1325.7,2440.272,276.726,2022.13,441.2176616,169.6395441,179.1420948,259.150818,217.9553396,212.6137144
2014-03-31,6116.06,0.011123221876605527,3375.51,7050.019,6132.592,1289.28,2449.079,277.126,2032.71,443.1148976,167.7226173,187.9558858,264.6189003,222.2708553,212.6137144
2014-04-30,6209.610000000001,0.015179993688649418,3400.46,7092.383,6198.798,1293.7,2451.845,279.93,2089.49,442.2729793,160.7956732,190.0985829,273.7482523,224.5602451,212.6137144
2014-06-30,6396.71,0.014732700743987692,3552.18,7417.225,6442.501,1316.93,2482.992,284.28,2178.12,463.1649199,162.6470907,188.5414797,268.7360861,217.8685721,212.6137144
2014-07-31,6398.4366666666665,0.00026989400311272504,3503.19,7312.88,6341.234,1286.06,2482.283,284.556,2203.82,453.7163555,155.6857952,188.579188,271.1278372,218.9361281,212.6137144
2014-09-30,6401.89,0.0002697483961640046,3592.25,7487.563,6310.268,1212.83,2471.287,286.27,2095.18,463.6367366,150.3283512,185.2148222,272.9765983,216.3601257,212.6137144
2014-10-31,6487.156666666667,0.013231065535650899,3679.99,7668.259,6352.598,1165.69,2477.687,288.395,2225.39,475.3203823,155.9656643,181.8253909,271.6663106,216.0788575,212.6137144
2014-12-31,6657.69,0.012889964751108707,3769.44,7847.602,6381.054,1186.33,2458.748,290.808,2242.77,487.1485875,156.8158924,180.2068849,272.4846022,218.6985976,212.6137144
2015-03-31,6796.08,0.006810877921175518,3805.27,7955.685,6537.619,1187.6,2511.004,296.889,2333.49,495.3679956,160.7187789,169.7543418,274.2622493,210.0779481,212.6137144
2015-04-30,6927.786666666667,0.01919440249762161,3841.78,8028.432,6694.314,1180.69,2534.103,295.149,2334.3,498.2906668,155.7847124,172.8608462,274.2896756,208.7334492,212.6137144
2015-06-30,7191.2,0.018484773163999435,3815.85,7981.335,6569.466,1169.35,2528.24,289.202,2200.03,497.3398883,161.6012431,169.57444,270.5933177,204.0183193,212.6137144
2015-07-31,7170.496666666667,-0.0028831339576598225,3895.8,8140.837,6689.576,1094.3,2528.084,291.427,2253.18,504.9989226,154.1999062,162.6727603,271.513335,198.9790668,212.6137144
2015-08-31,7149.793333333333,-0.0028914704601223917,3660.75,7646.982,6249.646,1130.69,2510.399,289.43,2110.62,474.4969877,154.6162459,167.2275976,273.2510203,201.486203,212.6137144
2015-09-30,7129.09,-0.002899855311953914,3570.17,7444.467,6021.954,1114.34,2494.097,289.971,2129.99,459.9299302,150.3179143,168.1975177,278.251514,200.3578803,212.6137144
2015-11-30,7254.283333333334,0.008666369713919764,3882.84,8086.848,6471.717,1063.68,2467.735,292.238,2210.52,498.3497169,152.0943924,166.7876104,273.0109473,199.3652953,212.6137144
2015-12-31,7316.88,0.008591908595448672,3821.6,7950.974,6360.575,1062.38,2441.824,290.112,2233.63,487.5355281,147.577189,162.4678113,274.2940987,199.4051684,212.6349758
2016-02-29,7346.246666666667,0.0020007532774251047,3627.06,7512.496,5940.8,1232.88,2413.098,293.176,2136.62,459.0372043,143.8698316,164.8690758,291.3642214,209.5958971,212.6987705
2016-03-31,7360.93,0.0019967582554727414,3873.11,8027.008,6348.295,1234.34,2479.598,299.938,2347.2,490.9861937,145.3229169,166.6826356,293.4911802,209.5539779,212.7413103
2016-05-31,7464.843333333333,0.006984516843012045,3957.95,8214.231,6494.943,1214.28,2551.366,303.481,2340.55,504.3232249,146.0678073,169.1618148,281.8155963,208.1776023,212.7838607
2016-06-30,7516.8,0.006936071538945043,3968.21,8235.468,6425.28,1321.07,2551.905,309.064,2430.91,504.0710633,146.6958988,166.7089685,285.930104,212.2162478,212.8264175
2016-08-31,7714.38,0.01288865765014613,4120.29,8560.942,6707.42,1307.93,2607.847,315.567,2498.67,526.6017796,152.8895185,169.6761897,284.0045477,208.9990749,212.9115565
2016-09-30,7813.17,0.012724651728849068,4121.06,8570.201,6746.077,1321.51,2630.377,314.887,2479.88,527.9182841,155.7485525,167.6231079,277.6712463,209.0408747,212.9541388
2016-10-31,7868.663333333333,0.007077433332222327,4045.89,8407.785,6617.258,1273.88,2652.089,312.147,2346.53,517.2543347,149.4407361,174.5291799,280.3646574,209.5216687,212.9967297
2016-11-30,7924.156666666667,0.007027695082641117,4195.73,8711.426,6716.017,1173.76,2659.109,305.691,2275.51,542.3928954,159.9613639,188.8580256,279.8880375,217.2739705,213.0180293
2017-01-31,8090.706666666666,0.01382152704347206,4359.81,9057.787,7046.796,1211.49,2704.907,308.276,2361.95,562.9783763,158.3206722,190.295915,281.9418559,214.6498528,213.1671675
2017-02-28,8201.763333333332,0.013633093908483218,4532.93,9413.917,7245.763,1256.64,2718.479,311.98,2440.05,583.0767044,154.7901212,187.1179732,283.1260117,210.7002955,213.2524344
2017-03-31,8312.82,0.013449729678926658,4538.21,9427.203,7328.135,1247.25,2720.666,311.726,2416.15,584.0679348,155.9200891,180.8869447,284.9097056,208.7197127,213.3164101
2017-05-31,8603.506666666666,0.01703782211951932,4649.34,9659.066,7604.861,1267.97,2742.533,317.648,2481.33,596.6928786,151.9063303,170.3952758,293.1385816,201.6423612,213.5511222
2017-06-30,8748.85,0.01675239107138715,4678.36,9719.584,7637.015,1243.47,2741.358,317.595,2505.7,601.347083,155.8103229,172.9341654,286.5136497,201.6423612,213.6792528
2017-07-31,8882.393333333333,0.01514877704913431,4774.56,9917.602,7822.147,1268.85,2760.22,319.875,2573.18,612.5922735,153.2861957,172.5537103,284.8232192,201.3398977,213.8288283
2017-08-31,9015.936666666666,0.014922711954115542,4789.18,9950.119,7837.108,1316.02,2759.003,322.586,2581.85,613.5724211,150.496387,168.9818485,285.165007,196.6084101,214.0212743
2017-10-31,9311.433333333332,0.017545988686871183,5002.03,10385.528,8169.601,1269.46,2786.356,323.766,2579.02,643.1249834,154.5561323,174.5866351,283.2750759,193.3591631,214.4066859
2017-11-30,9473.386666666667,0.017243428064851685,5155.44,10701.668,8350.802,1279.13,2789.589,323.6,2639.43,663.1904829,154.0151859,174.4993417,292.2548959,193.165804,214.5782113
2018-01-31,9738.78,0.010678263879484007,5511.21,11438.53,8915.278,1341.67,2827.592,323.408,2722.97,707.6185948,147.4152886,172.1777885,292.3267906,194.3889955,215.0075801
2018-02-28,9842.22,0.010565442238545941,5308.09,11018.792,8549.699,1319.34,2833.207,320.4,2538.01,681.7905161,147.8870175,170.4043573,293.9638206,189.8791708,215.2440885
2018-04-30,10101.533333333333,0.015550952394555395,5193.04,10793.095,8470.213,1313.18,2852.93,319.606,2642.81,667.6991675,154.5902465,170.8284869,285.5022719,192.2716484,215.8040847
2018-05-31,10257.406666666668,0.015312818753606905,5318.1,11056.275,8531.327,1304.08,2857.74,320.626,2671.12,685.3931954,161.9951194,165.4815553,279.6494753,189.426028,216.1062104
2018-07-31,10541.543333333333,0.012242044055055246,5549.96,11530.962,8798.941,1222.01,2882.18,321.632,2710.1,710.6520731,160.1227879,162.3531513,286.2563228,190.5071884,216.7550131
2018-08-31,10669.806666666667,0.012093987105407322,5730.8,11912.802,8911.933,1202.84,2893.744,323.224,2730.41,735.0985044,161.1315614,155.8914959,285.4261795,185.4777986,217.1018211
2018-10-31,10779.006666666666,-0.00176699917119727,5369.49,11136.44,8309.11,1215.54,2912.734,319.698,2559.83,679.050125,150.0336251,158.4975184,290.2119202,194.5018722,217.8405861
2018-11-30,10759.943333333333,-0.0017701269849279555,5478.91,11353.409,8407.845,1219.15,2886.456,318.85,2669.61,690.5260722,148.8933696,158.909612,288.4126063,195.2798797,218.2326991
2018-12-31,10740.88,-0.0017732658915559085,4984.22,10330.705,7771.71,1281.34,2813.001,322.671,2538.44,624.5808323,144.5605725,155.8903294,288.3260826,195.6704395,218.6473413
2019-01-31,10925.053333333333,0.017001600329999533,5383.63,11180.283,8379.029,1322.59,2884.638,328.605,2814.3,677.1080803,148.9118458,155.2044119,286.0771391,192.6766818,219.1065007
2019-02-28,11109.226666666666,0.016717371528786273,5556.49,11554.568,8635.203,1315.65,2930.553,330.321,2804.3,700.129755,151.4880207,151.0449337,286.6779011,189.5745872,219.5008924
2019-04-30,11468.336666666666,0.015371420355677401,5893.81,12240.093,9069.951,1283.06,2973.273,339.703,2886.97,735.8612971,144.5354507,148.0725431,293.7099609,183.4933681,220.3797718
2019-05-31,11643.273333333333,0.015138712332163351,5519.27,11466.21,8554.772,1300.11,2967.304,343.406,2861.93,684.7925231,142.2373371,144.5632238,292.2414111,186.6861527,220.8425693
2019-07-31,11858.396666666666,0.0033946338530252973,5993.17,12461.134,9169.816,1427.68,2998.338,353.821,2933.82,740.9624038,140.1525701,144.1396796,294.5772851,186.4774824,221.6604421
2019-09-30,11938.77,0.003371742170955372,6008.59,12462.232,9182.168,1473.85,3004.046,360.096,3030.5,732.1679655,136.0058844,146.3621909,301.4978864,191.4131982,222.414726
2019-10-31,12177.773333333334,0.01982134463146501,6138.73,12733.536,9418.381,1510.23,2990.533,361.579,3114.94,747.2506256,136.3731003,143.5374006,302.8546269,189.5756315,222.748348
2019-12-31,12655.78,0.019065512636171178,6553.57,13599.603,9979.034,1520.5,3056.095,363.042,3137.02,797.6691123,138.315551,143.1553644,298.0993308,189.4898485,223.327868
2020-01-31,12340.663333333334,-0.02521425605510963,6551.0,13626.226,9921.109,1586.7,3073.17,370.652,3126.36,796.7916763,132.2573299,134.2224696,294.5817587,185.093684,223.6181942
2020-03-31,11710.43,-0.02655337811704328,5269.2,10927.716,7890.181,1612.1,2657.423,347.703,2247.13,634.0692388,121.2777707,111.0306496,285.7815528,182.7214753,224.1551999
2020-04-30,12127.513333333334,0.03499680287937146,5944.68,12365.139,8756.465,1704.81,2777.052,363.991,2404.16,720.6196899,124.4067372,109.720488,293.4690766,180.8759884,224.1551999
2020-06-30,12961.68,0.03270728377437315,6351.67,13305.172,9432.107,1783.66,2915.265,375.379,2475.87,779.5466932,129.3566437,102.3230449,296.4942908,175.9250056,224.2000331
2020-07-31,13460.243333333334,0.03774309015716959,6709.81,14094.992,9886.493,1975.1,2972.321,385.13,2547.59,824.5265374,125.2560381,100.7575023,297.5913197,177.5083306,224.2224532
2020-08-31,13958.806666666667,0.03637020904020183,7192.11,15153.254,10550.972,1967.93,3016.718,382.39,2603.85,887.4379122,124.1036825,97.81538322,310.4770238,175.1652207,224.2448754
2020-09-30,14457.37,0.03509370778714249,6918.83,14587.942,10191.079,1899.84,3035.847,382.317,2525.94,855.223916,124.0912722,95.25262018,306.1613932,171.9772137,224.2672999
2020-11-30,16109.67,0.05264458910752268,7472.06,15852.222,11148.6,1774.39,3109.736,390.689,2761.32,941.6710612,138.978378,101.3284114,296.8231707,173.0428705,224.3121556
2020-12-31,16935.82,0.05001119272080601,7759.35,16505.979,11625.199,1897.77,3151.583,392.641,2849.63,985.2704313,145.5381574,99.87941515,290.9757542,172.9044362,224.3345868
2021-03-31,18644.47,0.03102424534306003,8238.48,17411.205,12211.116,1704.74,3207.716,379.979,3019.78,1043.537751,160.9205521,118.4212165,299.5926537,183.9131469,224.3345868
2021-04-30,19401.123333333333,0.03978138079766502,8678.16,18358.814,12784.973,1770.46,3224.2,382.919,3187.55,1094.984162,155.932015,117.3198992,306.4832847,178.7819701,224.3345868
2021-05-31,20157.77666666667,0.03825918455687116,8738.77,18447.077,12976.578,1905.99,3241.861,384.654,3243.33,1098.159616,157.787606,125.5792201,313.6549936,184.3242112,224.3345868
2021-06-30,20914.43,0.03684919862534208,8942.78,18960.673,13174.251,1765.43,3254.939,389.392,3258.34,1128.79827,157.393137,115.8342726,306.9427767,182.4994015,224.3345868
2021-08-31,21628.45666666667,0.016644401288903765,9433.58,19981.807,13751.461,1806.3,3269.963,393.306,3398.48,1175.46989,149.0743682,113.7275078,322.4894038,178.4646774,224.3345868
2021-09-30,21985.47,0.016371894715307533,8994.83,19038.351,13186.527,1760.95,3290.974,389.473,3211.42,1124.101856,150.9377978,119.516238,316.2653583,182.1767427,224.3345868
